End_Mkt_Segment,Fiscal_Mth,Director,Region,BU,Revenue,PAV
AEG,202002,MWAN,AS,PPGTG,91287,11385309
AEG,202002,MWAN,AS,PTPTG,121495,8562205
AEG,202002,MWAN,IN,ADEFTG,8975,625935
AEG,202002,MWAN,IN,AEGTG,64663,3523125
AEG,202002,MWAN,IN,AEITG,238465,3278505
AEG,202002,MWAN,IN,COMTG,2109,225812
AEG,202002,MWAN,IN,CSTG,4459,98180
AEG,202002,MWAN,IN,PPGTG,77503,17359940
AEG,202002,MWAN,IN,PTPTG,668157,12121685
AEG,202002,SHONG,KR,ADEFTG,11215,1924314
AEG,202002,SHONG,KR,AEGTG,93865,2588055
AEG,202002,SHONG,KR,AEITG,60650,6299760
AEG,202002,SHONG,KR,COMTG,51469,3297188
AEG,202002,SHONG,KR,CSTG,1352,1305000
AEG,202002,SHONG,KR,PPGTG,219655,11442713
AEG,202002,SHONG,KR,PTPTG,576522,17440182
AEG,202003,EHSU2,TA,ADEFTG,85801,2791759
AEG,202003,EHSU2,TA,AEGTG,483010,3784753
AEG,202003,EHSU2,TA,AEITG,35545,2189197
AEG,202003,EHSU2,TA,CHNTG,88,389130
AEG,202003,EHSU2,TA,COMTG,119592,1488572
AEG,202003,EHSU2,TA,CSTG,14065,1028150
AEG,202003,EHSU2,TA,PPGTG,936345,32707255
AEG,202003,EHSU2,TA,PTPTG,3098587,47358954
AEG,202003,MWAN,AL,AEGTG,400,244240
AEG,202003,MWAN,AL,COMTG,742,467710
AEG,202003,MWAN,AL,PPGTG,82928,2968529
AEG,202003,MWAN,AL,PTPTG,25436,2302600
AEG,202003,MWAN,AS,ADEFTG,2052,1485703
AEG,202003,MWAN,AS,AEGTG,134234,2758290
AEG,202003,MWAN,AS,AEITG,1179,529419
AEG,202003,MWAN,AS,COMTG,4056,566067
AEG,202003,MWAN,AS,DHCTG,186,161870
AEG,202003,MWAN,AS,PPGTG,142950,10062385
AEG,202003,MWAN,AS,PTPTG,133366,8106085
AEG,202003,MWAN,IN,ADEFTG,922,630470
AEG,202003,MWAN,IN,AEGTG,111970,3641525
AEG,202003,MWAN,IN,AEITG,153221,4367405
AEG,202003,MWAN,IN,CHNTG,36,40490
AEG,202003,MWAN,IN,COMTG,4404,370212
AEG,202003,MWAN,IN,PPGTG,71842,16235221
AEG,202003,MWAN,IN,PTPTG,684684,11538833
AEG,202003,SHONG,KR,ADEFTG,43784,1958144
AEG,202003,SHONG,KR,AEGTG,25119,2467655
AEG,202003,SHONG,KR,AEITG,100932,6755830
AEG,202003,SHONG,KR,COMTG,13092,3504508
AEG,202003,SHONG,KR,PPGTG,164084,13566223
AEG,202003,SHONG,KR,PTPTG,537888,20235766
AEG,202004,EHSU2,TA,ADEFTG,28320,4057199
AEG,202004,EHSU2,TA,AEGTG,193393,3571413
AEG,202004,EHSU2,TA,AEITG,25499,2291267
AEG,202004,EHSU2,TA,COMTG,16602,1823632
AEG,202004,EHSU2,TA,CSTG,6222,943530
AEG,202004,EHSU2,TA,DHCTG,78,470000
AEG,202004,EHSU2,TA,PPGTG,534651,33752519
AEG,202004,EHSU2,TA,PTPTG,1432603,44785520
AEG,202004,MWAN,AL,ADEFTG,1587,1444000
AEG,202004,MWAN,AL,AEGTG,366,244240
AEG,202004,MWAN,AL,COMTG,5550,480910
AEG,202004,MWAN,AL,PPGTG,87049,2836374
AEG,202004,MWAN,AL,PTPTG,43022,1848450
AEG,202004,MWAN,AS,ADEFTG,1368,1629958
AEG,202004,MWAN,AS,AEITG,305,529910
AEG,202004,MWAN,AS,COMTG,3742,703974
AEG,202004,MWAN,AS,PPGTG,95458,9828512
AEG,202004,MWAN,AS,PTPTG,149686,9624390
AEG,202004,MWAN,IN,ADEFTG,2009,947970
AEG,202004,MWAN,IN,AEGTG,46877,3524605
AEG,202004,MWAN,IN,AEITG,31719,4385025
AEG,202004,MWAN,IN,COMTG,9104,393512
AEG,202004,MWAN,IN,CSTG,4881,98870
AEG,202004,MWAN,IN,PPGTG,77929,16364355
AEG,202004,MWAN,IN,PTPTG,319464,11609456
AEG,202004,SHONG,KR,ADEFTG,9145,1963144
AEG,202004,SHONG,KR,AEGTG,7693,2466655
AEG,202004,SHONG,KR,AEITG,56003,6971158
AEG,202004,SHONG,KR,COMTG,13652,3542968
AEG,202004,SHONG,KR,CSTG,4970,1632900
AEG,202004,SHONG,KR,PPGTG,210546,14040535
AEG,202004,SHONG,KR,PTPTG,524381,21242954
AEG,202005,EHSU2,TA,ADEFTG,36103,3820229
AEG,202005,EHSU2,TA,AEGTG,254677,3675013
AEG,202005,EHSU2,TA,AEITG,17679,2646347
AEG,202005,EHSU2,TA,COMTG,113116,1886362
AEG,202005,EHSU2,TA,CSTG,14080,951850
AEG,202005,EHSU2,TA,DHCTG,768,477500
AEG,202005,EHSU2,TA,PPGTG,880878,33928102
AEG,202005,EHSU2,TA,PTPTG,2660720,44673675
AEG,202005,MWAN,AL,ADEFTG,3047,1463280
AEG,202005,MWAN,AL,AEGTG,268,244240
AEG,202005,MWAN,AL,COMTG,33107,484210
AEG,202005,MWAN,AL,PPGTG,77950,2705704
AEG,202005,MWAN,AL,PTPTG,41647,1876330
AEG,202005,MWAN,AS,ADEFTG,397,1252521
AEG,202005,MWAN,AS,AEGTG,22492,2351005
AEG,202005,MWAN,AS,AEITG,1379,587790
AEG,202005,MWAN,AS,COMTG,80,730274
AEG,202005,MWAN,AS,PPGTG,97424,11659669
AEG,202005,MWAN,AS,PTPTG,142606,7292930
AEG,202005,MWAN,IN,ADEFTG,1243,1195940
AEG,202005,MWAN,IN,AEGTG,66144,3902065
AEG,202005,MWAN,IN,AEITG,40228,4082635
AEG,202005,MWAN,IN,COMTG,98642,520912
AEG,202005,MWAN,IN,CSTG,1277,118870
AEG,202005,MWAN,IN,PPGTG,86270,16931385
AEG,202005,MWAN,IN,PTPTG,383557,12202226
AEG,202005,SHONG,KR,ADEFTG,14586,1962744
AEG,202005,SHONG,KR,AEGTG,21001,2531655
AEG,202005,SHONG,KR,AEITG,68245,6661248
AEG,202005,SHONG,KR,COMTG,21431,3613368
AEG,202005,SHONG,KR,CSTG,130,1632900
AEG,202005,SHONG,KR,PPGTG,196807,14036230
AEG,202005,SHONG,KR,PTPTG,362621,21527164
AEG,202006,EHSU2,TA,ADEFTG,92569,4925401
AEG,202006,EHSU2,TA,AEGTG,231036,4568199
AEG,202006,EHSU2,TA,AEITG,30476,2750262
AEG,202006,EHSU2,TA,CHNTG,1905,392030
AEG,202006,EHSU2,TA,COMTG,144287,1812912
AEG,202006,EHSU2,TA,CSTG,10167,817080
AEG,202006,EHSU2,TA,DHCTG,778,717700
AEG,202006,EHSU2,TA,PPGTG,895127,38023424
AEG,202006,EHSU2,TA,PTPTG,2576691,46485238
AEG,202006,MWAN,AL,ADEFTG,5217,662280
AEG,202006,MWAN,AL,AEGTG,645,555240
AEG,202006,MWAN,AL,AEITG,240,91020
AEG,202006,MWAN,AL,COMTG,1032,336010
AEG,202006,MWAN,AL,PPGTG,128739,3354829
AEG,202006,MWAN,AL,PTPTG,52739,2406880
AEG,202006,MWAN,AS,AEGTG,121818,2120965
AEG,202006,MWAN,AS,AEITG,451,657050
AEG,202006,MWAN,AS,COMTG,2098,728294
AEG,202006,MWAN,AS,DHCTG,121,161870
AEG,202006,MWAN,AS,PPGTG,80592,11148539
AEG,202006,MWAN,AS,PTPTG,186681,7283765
AEG,202006,MWAN,IN,AEGTG,45287,3984065
AEG,202006,MWAN,IN,AEITG,35171,5090821
AEG,202006,MWAN,IN,CSTG,915,169830
AEG,202006,MWAN,IN,PPGTG,76959,18766400
AEG,202006,MWAN,IN,PTPTG,307067,14424701
AEG,202006,SHONG,KR,ADEFTG,25144,1894644
AEG,202006,SHONG,KR,AEGTG,70021,2845245
AEG,202006,SHONG,KR,AEITG,60622,6127348
AEG,202006,SHONG,KR,COMTG,83892,3474368
AEG,202006,SHONG,KR,CSTG,676,934000
AEG,202006,SHONG,KR,DHCTG,670,2075550
AEG,202006,SHONG,KR,PPGTG,220995,13291630
AEG,202006,SHONG,KR,PTPTG,537577,21251729
AEG,202007,EHSU2,TA,ADEFTG,17817,5255871
AEG,202007,EHSU2,TA,AEGTG,158762,4548079
AEG,202007,EHSU2,TA,AEITG,18684,3090781
AEG,202007,EHSU2,TA,COMTG,83173,1941210
AEG,202007,EHSU2,TA,CSTG,2701,872130
AEG,202007,EHSU2,TA,DHCTG,48,783700
AEG,202007,EHSU2,TA,PPGTG,691446,39579699
AEG,202007,EHSU2,TA,PTPTG,2122523,50348833
AEG,202007,MWAN,AL,ADEFTG,3181,708620
AEG,202007,MWAN,AL,AEGTG,70,606940
AEG,202007,MWAN,AL,COMTG,10523,332260
AEG,202007,MWAN,AL,PPGTG,93582,3259779
AEG,202007,MWAN,AL,PTPTG,42785,2460830
AEG,202007,MWAN,AS,ADEFTG,342,1052635
AEG,202007,MWAN,AS,AEGTG,10823,2108865
AEG,202007,MWAN,AS,AEITG,2492,708900
AEG,202007,MWAN,AS,COMTG,772,724261
AEG,202007,MWAN,AS,PPGTG,65929,11775051
AEG,202007,MWAN,AS,PTPTG,76582,9187991
AEG,202007,MWAN,IN,ADEFTG,34124,889690
AEG,202007,MWAN,IN,AEGTG,37621,3923285
AEG,202007,MWAN,IN,AEITG,98903,2059485
AEG,202007,MWAN,IN,COMTG,5865,662107
AEG,202007,MWAN,IN,PPGTG,74140,14404080
AEG,202007,MWAN,IN,PTPTG,383810,14215356
AEG,202007,SHONG,KR,ADEFTG,13592,2031304
AEG,202007,SHONG,KR,AEGTG,43277,3160545
AEG,202007,SHONG,KR,AEITG,48363,6688078
AEG,202007,SHONG,KR,COMTG,9435,2928100
AEG,202007,SHONG,KR,CSTG,1352,956500
AEG,202007,SHONG,KR,PPGTG,87978,13970732
AEG,202007,SHONG,KR,PTPTG,496507,21730870
ASD,201811,EHSU2,TA,ADEFTG,142590,4555375
ASD,201811,EHSU2,TA,AEITG,2194,254200
ASD,201811,EHSU2,TA,COMTG,110019,7596854
ASD,201811,EHSU2,TA,PPGTG,4522,1308329
ASD,201811,EHSU2,TA,PTPTG,295305,1223663
ASD,201811,MWAN,AL,ADEFTG,80971,584383
ASD,201811,MWAN,AL,AEITG,45298,4500
ASD,201811,MWAN,AL,COMTG,72632,2339450
ASD,201811,MWAN,AL,PPGTG,38758,551960
ASD,201811,MWAN,AL,PTPTG,40811,245554
ASD,201811,MWAN,AS,ADEFTG,2812,840148
ASD,201811,MWAN,AS,COMTG,35576,4152987
ASD,201811,MWAN,AS,PPGTG,31321,804205
ASD,201811,MWAN,AS,PTPTG,38875,233191
ASD,201811,MWAN,IN,ADEFTG,263097,20253817
ASD,201811,MWAN,IN,AEGTG,329,64572
ASD,201811,MWAN,IN,AEITG,18697,1546604
ASD,201811,MWAN,IN,COMTG,185556,19508898
ASD,201811,MWAN,IN,PPGTG,9267,3068851
ASD,201811,MWAN,IN,PTPTG,200089,3229501
ASD,201811,SHONG,KR,ADEFTG,21645,1721727
ASD,201811,SHONG,KR,AEITG,438665,30000
ASD,201811,SHONG,KR,COMTG,86642,7088027
ASD,201811,SHONG,KR,PPGTG,15089,1015082
ASD,201811,SHONG,KR,PTPTG,31435,1232094
ASD,201812,EHSU2,TA,ADEFTG,14377,4704950
ASD,201812,EHSU2,TA,COMTG,253966,7515214
ASD,201812,EHSU2,TA,PPGTG,8903,1329794
ASD,201812,EHSU2,TA,PTPTG,217208,1190533
ASD,201812,MWAN,AL,ADEFTG,82469,666088
ASD,201812,MWAN,AL,COMTG,58221,2679842
ASD,201812,MWAN,AL,PPGTG,37975,965152
ASD,201812,MWAN,AL,PTPTG,84400,289371
ASD,201812,MWAN,AS,ADEFTG,134947,808406
ASD,201812,MWAN,AS,AEITG,7374,192800
ASD,201812,MWAN,AS,COMTG,68252,3304042
ASD,201812,MWAN,AS,PPGTG,77204,534103
ASD,201812,MWAN,AS,PTPTG,20415,208979
ASD,201812,MWAN,IN,ADEFTG,523471,19073849
ASD,201812,MWAN,IN,AEGTG,183,44572
ASD,201812,MWAN,IN,AEITG,124887,1419844
ASD,201812,MWAN,IN,COMTG,118070,16944345
ASD,201812,MWAN,IN,CSTG,915,124608
ASD,201812,MWAN,IN,PPGTG,17363,3141978
ASD,201812,MWAN,IN,PTPTG,391274,3065443
ASD,201812,SHONG,KR,ADEFTG,171463,1715817
ASD,201812,SHONG,KR,AEITG,37030,102600
ASD,201812,SHONG,KR,COMTG,156766,6795299
ASD,201812,SHONG,KR,CSTG,585,45520
ASD,201812,SHONG,KR,PPGTG,18686,1176703
ASD,201812,SHONG,KR,PTPTG,82322,1229235
ASD,201901,EHSU2,TA,ADEFTG,5823,4215371
ASD,201901,EHSU2,TA,AEITG,2194,333900
ASD,201901,EHSU2,TA,COMTG,107138,6687749
ASD,201901,EHSU2,TA,PPGTG,604,1071310
ASD,201901,EHSU2,TA,PTPTG,136155,2788812
ASD,201901,MWAN,AL,ADEFTG,22033,757088
ASD,201901,MWAN,AL,COMTG,36132,2702492
ASD,201901,MWAN,AL,PPGTG,10165,1065850
ASD,201901,MWAN,AL,PTPTG,29280,272468
ASD,201901,MWAN,AS,ADEFTG,12672,858966
ASD,201901,MWAN,AS,AEITG,53547,52000
ASD,201901,MWAN,AS,COMTG,63736,3136842
ASD,201901,MWAN,AS,PPGTG,28829,534053
ASD,201901,MWAN,AS,PTPTG,2614,208979
ASD,201901,MWAN,IN,ADEFTG,382048,21992909
ASD,201901,MWAN,IN,AEGTG,3934,44572
ASD,201901,MWAN,IN,AEITG,85221,1322105
ASD,201901,MWAN,IN,COMTG,36061,16869096
ASD,201901,MWAN,IN,CSTG,5,124608
ASD,201901,MWAN,IN,PPGTG,13173,3064303
ASD,201901,MWAN,IN,PTPTG,77774,2766767
ASD,201901,SHONG,KR,ADEFTG,10555,1594085
ASD,201901,SHONG,KR,COMTG,15676,5833869
ASD,201901,SHONG,KR,PPGTG,23541,955620
ASD,201901,SHONG,KR,PTPTG,23795,1054499
ASD,201902,EHSU2,TA,ADEFTG,119915,4187686
ASD,201902,EHSU2,TA,AEITG,1097,335900
ASD,201902,EHSU2,TA,COMTG,304483,8279369
ASD,201902,EHSU2,TA,PPGTG,4132,1138746
ASD,201902,EHSU2,TA,PTPTG,369064,3400362
ASD,201902,MWAN,AL,ADEFTG,24672,786188
ASD,201902,MWAN,AL,AEITG,30,13465
ASD,201902,MWAN,AL,COMTG,19620,7288092
ASD,201902,MWAN,AL,PPGTG,10127,1083436
ASD,201902,MWAN,AL,PTPTG,22120,455059
ASD,201902,MWAN,AS,ADEFTG,8047,816146
ASD,201902,MWAN,AS,AEITG,3267,52000
ASD,201902,MWAN,AS,COMTG,18174,3220241
ASD,201902,MWAN,AS,PPGTG,37735,516732
ASD,201902,MWAN,AS,PTPTG,5012,208979
ASD,201902,MWAN,IN,ADEFTG,522387,27074270
ASD,201902,MWAN,IN,AEGTG,6661,44572
ASD,201902,MWAN,IN,AEITG,23233,1029105
ASD,201902,MWAN,IN,COMTG,29648,17838479
ASD,201902,MWAN,IN,PPGTG,46689,3054673
ASD,201902,MWAN,IN,PTPTG,146173,2667462
ASD,201902,SHONG,KR,ADEFTG,35826,1492015
ASD,201902,SHONG,KR,COMTG,126867,6268903
ASD,201902,SHONG,KR,PPGTG,20732,1207661
ASD,201902,SHONG,KR,PTPTG,31415,1088600
ASD,201903,EHSU2,TA,ADEFTG,16240,4492086
ASD,201903,EHSU2,TA,AEITG,5485,338043
ASD,201903,EHSU2,TA,COMTG,438665,8839167
ASD,201903,EHSU2,TA,PPGTG,13742,1223064
ASD,201903,EHSU2,TA,PTPTG,427368,3418078
ASD,201903,MWAN,AL,ADEFTG,39606,786188
ASD,201903,MWAN,AL,AEITG,14,13465
ASD,201903,MWAN,AL,COMTG,50975,7462192
ASD,201903,MWAN,AL,PPGTG,13141,1254706
ASD,201903,MWAN,AL,PTPTG,132460,423779
ASD,201903,MWAN,AS,ADEFTG,48227,636231
ASD,201903,MWAN,AS,COMTG,106458,2437305
ASD,201903,MWAN,AS,PPGTG,9872,440634
ASD,201903,MWAN,AS,PTPTG,4009,92399
ASD,201903,MWAN,IN,ADEFTG,543273,28100570
ASD,201903,MWAN,IN,AEITG,434070,1028705
ASD,201903,MWAN,IN,COMTG,75867,18480831
ASD,201903,MWAN,IN,CSTG,4872,120108
ASD,201903,MWAN,IN,PPGTG,38260,2830838
ASD,201903,MWAN,IN,PTPTG,245504,2622493
ASD,201903,SHONG,KR,ADEFTG,274923,1527069
ASD,201903,SHONG,KR,COMTG,51795,6162610
ASD,201903,SHONG,KR,PPGTG,76943,1190978
ASD,201903,SHONG,KR,PTPTG,93849,1128711
ASD,201904,EHSU2,TA,ADEFTG,35174,4461561
ASD,201904,EHSU2,TA,COMTG,209243,8636011
ASD,201904,EHSU2,TA,PPGTG,276,1206498
ASD,201904,EHSU2,TA,PTPTG,159659,3183390
ASD,201904,MWAN,AL,ADEFTG,36406,846638
ASD,201904,MWAN,AL,COMTG,31531,8057629
ASD,201904,MWAN,AL,PPGTG,35489,804895
ASD,201904,MWAN,AL,PTPTG,61542,403877
ASD,201904,MWAN,AS,ADEFTG,64978,611352
ASD,201904,MWAN,AS,AEITG,8096,52000
ASD,201904,MWAN,AS,COMTG,193135,2352614
ASD,201904,MWAN,AS,PPGTG,26990,522229
ASD,201904,MWAN,AS,PTPTG,34918,92399
ASD,201904,MWAN,IN,ADEFTG,334984,29797720
ASD,201904,MWAN,IN,AEGTG,183,44572
ASD,201904,MWAN,IN,AEITG,108231,1020905
ASD,201904,MWAN,IN,COMTG,22896,17654377
ASD,201904,MWAN,IN,CSTG,19,111048
ASD,201904,MWAN,IN,PPGTG,6695,2923283
ASD,201904,MWAN,IN,PTPTG,105363,2655321
ASD,201904,SHONG,KR,ADEFTG,17475,1384249
ASD,201904,SHONG,KR,COMTG,66647,7485321
ASD,201904,SHONG,KR,PPGTG,41681,1173837
ASD,201904,SHONG,KR,PTPTG,4691,1216278
ASD,201905,EHSU2,TA,ADEFTG,100497,4461561
ASD,201905,EHSU2,TA,AEITG,2075,338043
ASD,201905,EHSU2,TA,COMTG,642402,9276867
ASD,201905,EHSU2,TA,PPGTG,3379,1268744
ASD,201905,EHSU2,TA,PTPTG,656440,3281523
ASD,201905,MWAN,AL,ADEFTG,120438,821688
ASD,201905,MWAN,AL,COMTG,81752,7967629
ASD,201905,MWAN,AL,PPGTG,32135,796795
ASD,201905,MWAN,AL,PTPTG,87922,395577
ASD,201905,MWAN,AS,ADEFTG,17290,447956
ASD,201905,MWAN,AS,AEITG,582,5715
ASD,201905,MWAN,AS,COMTG,17668,2400878
ASD,201905,MWAN,AS,PPGTG,7414,497213
ASD,201905,MWAN,AS,PTPTG,12948,102840
ASD,201905,MWAN,IN,ADEFTG,390388,28183436
ASD,201905,MWAN,IN,AEGTG,8482,43772
ASD,201905,MWAN,IN,AEITG,82790,980210
ASD,201905,MWAN,IN,COMTG,24807,16850680
ASD,201905,MWAN,IN,CSTG,532,110688
ASD,201905,MWAN,IN,PPGTG,190506,2919458
ASD,201905,MWAN,IN,PTPTG,63078,2644389
ASD,201905,SHONG,KR,ADEFTG,31537,1380487
ASD,201905,SHONG,KR,AEITG,40,62566
ASD,201905,SHONG,KR,COMTG,139922,6893642
ASD,201905,SHONG,KR,PPGTG,13057,1282460
ASD,201905,SHONG,KR,PTPTG,25325,1351013
ASD,201906,EHSU2,TA,ADEFTG,45584,5097311
ASD,201906,EHSU2,TA,AEITG,4409,340443
ASD,201906,EHSU2,TA,COMTG,400186,17415608
ASD,201906,EHSU2,TA,PPGTG,6814,1116386
ASD,201906,EHSU2,TA,PTPTG,420886,4110788
ASD,201906,MWAN,AL,ADEFTG,48411,989188
ASD,201906,MWAN,AL,AEITG,55,47465
ASD,201906,MWAN,AL,COMTG,157316,7678489
ASD,201906,MWAN,AL,PPGTG,60167,798295
ASD,201906,MWAN,AL,PTPTG,42554,388077
ASD,201906,MWAN,AS,ADEFTG,7318,431335
ASD,201906,MWAN,AS,CHNTG,351,429
ASD,201906,MWAN,AS,COMTG,19743,1186253
ASD,201906,MWAN,AS,PPGTG,14563,446524
ASD,201906,MWAN,AS,PTPTG,66621,142840
ASD,201906,MWAN,IN,ADEFTG,796014,36325126
ASD,201906,MWAN,IN,AEGTG,1407,47772
ASD,201906,MWAN,IN,AEITG,62354,984110
ASD,201906,MWAN,IN,COMTG,44602,20289178
ASD,201906,MWAN,IN,PPGTG,44793,2959000
ASD,201906,MWAN,IN,PTPTG,131555,2704491
ASD,201906,SHONG,KR,ADEFTG,69767,1428008
ASD,201906,SHONG,KR,AEITG,684530,140866
ASD,201906,SHONG,KR,COMTG,112755,6403681
ASD,201906,SHONG,KR,PPGTG,31446,1071935
ASD,201906,SHONG,KR,PTPTG,156653,1172176
ASD,201907,EHSU2,TA,ADEFTG,84280,5649311
ASD,201907,EHSU2,TA,AEITG,2340,340443
ASD,201907,EHSU2,TA,COMTG,445679,16688708
ASD,201907,EHSU2,TA,PPGTG,6246,1140386
ASD,201907,EHSU2,TA,PTPTG,185680,3131688
ASD,201907,MWAN,AL,ADEFTG,5296,1040788
ASD,201907,MWAN,AL,COMTG,204761,9470089
ASD,201907,MWAN,AL,PPGTG,29444,817895
ASD,201907,MWAN,AL,PTPTG,35854,388077
ASD,201907,MWAN,AS,ADEFTG,18389,492947
ASD,201907,MWAN,AS,AEITG,1011,8338
ASD,201907,MWAN,AS,COMTG,25554,1516235
ASD,201907,MWAN,AS,PPGTG,14884,617556
ASD,201907,MWAN,AS,PTPTG,18123,144006
ASD,201907,MWAN,IN,ADEFTG,155784,37264573
ASD,201907,MWAN,IN,AEITG,15843,990310
ASD,201907,MWAN,IN,COMTG,45331,21699788
ASD,201907,MWAN,IN,PPGTG,25481,3055990
ASD,201907,MWAN,IN,PTPTG,100550,2791713
ASD,201907,SHONG,KR,ADEFTG,55082,1508333
ASD,201907,SHONG,KR,COMTG,86730,6030999
ASD,201907,SHONG,KR,PPGTG,6214,1135540
ASD,201907,SHONG,KR,PTPTG,77621,1241926
ASD,201908,EHSU2,TA,ADEFTG,33858,5513510
ASD,201908,EHSU2,TA,AEITG,1115,346443
ASD,201908,EHSU2,TA,COMTG,602816,15761308
ASD,201908,EHSU2,TA,PPGTG,9250,1077056
ASD,201908,EHSU2,TA,PTPTG,405232,3437652
ASD,201908,MWAN,AL,ADEFTG,113481,3625600
ASD,201908,MWAN,AL,COMTG,378343,11772521
ASD,201908,MWAN,AL,PPGTG,94902,844325
ASD,201908,MWAN,AL,PTPTG,231317,403851
ASD,201908,MWAN,AS,ADEFTG,5274,494947
ASD,201908,MWAN,AS,COMTG,18033,1544635
ASD,201908,MWAN,AS,PPGTG,9039,783994
ASD,201908,MWAN,AS,PTPTG,17194,170242
ASD,201908,MWAN,IN,ADEFTG,279444,39920643
ASD,201908,MWAN,IN,AEGTG,229,52522
ASD,201908,MWAN,IN,AEITG,62566,1028353
ASD,201908,MWAN,IN,COMTG,15015,21683229
ASD,201908,MWAN,IN,PPGTG,194134,3756831
ASD,201908,MWAN,IN,PTPTG,104154,2823996
ASD,201908,SHONG,KR,ADEFTG,75521,2067292
ASD,201908,SHONG,KR,COMTG,106012,7825876
ASD,201908,SHONG,KR,PPGTG,20012,1772177
ASD,201908,SHONG,KR,PTPTG,50156,1729643
ASD,201909,EHSU2,TA,ADEFTG,118228,6921160
ASD,201909,EHSU2,TA,AEITG,1123,346443
ASD,201909,EHSU2,TA,COMTG,657779,13756557
ASD,201909,EHSU2,TA,PPGTG,17538,1364011
ASD,201909,EHSU2,TA,PTPTG,219493,3472792
ASD,201909,MWAN,AL,ADEFTG,9242,3803680
ASD,201909,MWAN,AL,AEITG,131,44110
ASD,201909,MWAN,AL,COMTG,510741,10688737
ASD,201909,MWAN,AL,PPGTG,38613,826635
ASD,201909,MWAN,AL,PTPTG,63764,461286
ASD,201909,MWAN,AS,ADEFTG,1941,436841
ASD,201909,MWAN,AS,COMTG,28243,1597111
ASD,201909,MWAN,AS,PPGTG,24592,1029693
ASD,201909,MWAN,AS,PTPTG,22359,179228
ASD,201909,MWAN,IN,ADEFTG,477785,37059373
ASD,201909,MWAN,IN,AEITG,85259,1046323
ASD,201909,MWAN,IN,COMTG,91527,22760449
ASD,201909,MWAN,IN,CSTG,915,112305
ASD,201909,MWAN,IN,PPGTG,120460,4892007
ASD,201909,MWAN,IN,PTPTG,264524,3083758
ASD,201909,SHONG,KR,ADEFTG,100774,2073939
ASD,201909,SHONG,KR,AEITG,725,111646
ASD,201909,SHONG,KR,COMTG,23664,7584691
ASD,201909,SHONG,KR,PPGTG,70580,1703746
ASD,201909,SHONG,KR,PTPTG,167715,1659059
ASD,201910,EHSU2,TA,ADEFTG,183157,7915270
ASD,201910,EHSU2,TA,AEITG,2194,268443
ASD,201910,EHSU2,TA,COMTG,547660,12546557
ASD,201910,EHSU2,TA,PPGTG,2857,1646337
ASD,201910,EHSU2,TA,PTPTG,338460,3159772
ASD,201910,MWAN,AL,ADEFTG,28114,4745480
ASD,201910,MWAN,AL,COMTG,68371,10688737
ASD,201910,MWAN,AL,PPGTG,65089,792145
ASD,201910,MWAN,AL,PTPTG,146195,413016
ASD,201910,MWAN,AS,ADEFTG,13247,546641
ASD,201910,MWAN,AS,COMTG,43498,1673962
ASD,201910,MWAN,AS,PPGTG,20225,1124583
ASD,201910,MWAN,AS,PTPTG,2810,182157
ASD,201910,MWAN,IN,ADEFTG,172622,39417683
ASD,201910,MWAN,IN,AEGTG,9163,100132
ASD,201910,MWAN,IN,AEITG,2163,1048923
ASD,201910,MWAN,IN,COMTG,34320,23439651
ASD,201910,MWAN,IN,CSTG,33,112305
ASD,201910,MWAN,IN,PPGTG,17130,5019043
ASD,201910,MWAN,IN,PTPTG,77058,3134087
ASD,201910,SHONG,KR,ADEFTG,35240,2046439
ASD,201910,SHONG,KR,AEITG,76,107446
ASD,201910,SHONG,KR,COMTG,273524,7183635
ASD,201910,SHONG,KR,PPGTG,3656,1650406
ASD,201910,SHONG,KR,PTPTG,43355,1628458
ASD,201911,EHSU2,TA,ADEFTG,8180,7923470
ASD,201911,EHSU2,TA,AEITG,2194,267543
ASD,201911,EHSU2,TA,COMTG,682153,12670976
ASD,201911,EHSU2,TA,PPGTG,14713,1650506
ASD,201911,EHSU2,TA,PTPTG,251465,2538992
ASD,201911,MWAN,AL,ADEFTG,17692,5955610
ASD,201911,MWAN,AL,COMTG,24143,10700077
ASD,201911,MWAN,AL,PPGTG,11732,959160
ASD,201911,MWAN,AL,PTPTG,24694,354227
ASD,201911,MWAN,AS,ADEFTG,23951,600121
ASD,201911,MWAN,AS,COMTG,77910,2026237
ASD,201911,MWAN,AS,PPGTG,14005,1127701
ASD,201911,MWAN,AS,PTPTG,44519,173939
ASD,201911,MWAN,IN,ADEFTG,266145,34943078
ASD,201911,MWAN,IN,AEGTG,517,68132
ASD,201911,MWAN,IN,AEITG,1005,1100620
ASD,201911,MWAN,IN,COMTG,18548,23204126
ASD,201911,MWAN,IN,CSTG,59,122805
ASD,201911,MWAN,IN,PPGTG,214669,5308486
ASD,201911,MWAN,IN,PTPTG,140835,3115921
ASD,201911,SHONG,KR,ADEFTG,137045,1893287
ASD,201911,SHONG,KR,AEITG,225,107446
ASD,201911,SHONG,KR,COMTG,126957,6748381
ASD,201911,SHONG,KR,PPGTG,13634,1510943
ASD,201911,SHONG,KR,PTPTG,29196,1646099
ASD,201912,EHSU2,TA,ADEFTG,16659,7648973
ASD,201912,EHSU2,TA,AEITG,2210,267543
ASD,201912,EHSU2,TA,COMTG,1087241,10560548
ASD,201912,EHSU2,TA,PPGTG,4090,1534068
